Title,Genre,Description
Cop Out,"Action, Comedy, Crime","Jimmy's rare baseball card is robbed. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his cop partner Paul to track down the robber, a memorabilia-obsessed gangster."
Tango & Cash,"Action, Comedy, Crime","Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all."
A Nightmare on Elm Street,"Crime, Drama, Horror","The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams."
The Best Exotic Marigold Hotel,"Comedy, Drama, Romance","British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways."
I Origins,"Drama, Mystery, Romance",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
The Guardian,"Action, Adventure, Drama","A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's ""A"" School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice."
Home Alone 3,"Action, Comedy, Crime","Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car."
The Final Destination,"Horror, Thriller",A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.
You Only Live Twice,"Action, Adventure, Thriller","James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States."
The Muppets,"Adventure, Comedy, Family",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.
Edge of Darkness,"Drama, Thriller","As homicide detective Thomas Craven investigates the murder of his activist daughter, he uncovers a corporate cover-up and government conspiracy that attracts an agent tasked with cleaning up the evidence."
Cheaper by the Dozen,"Comedy, Family","With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood."
Friday the 13th,"Horror, Mystery, Thriller",A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.
Disaster Movie,"Comedy, Sci-Fi","Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events."
Live and Let Die,"Action, Adventure, Thriller",James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.
Nick and Norah's Infinite Playlist,"Comedy, Drama, Music","High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes."
Our Idiot Brother,"Comedy, Drama",A comedy centered on an idealist who barges into the lives of his three sisters.
Easy Rider,"Adventure, Drama","Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware."
Crocodile Dundee,"Action, Adventure, Comedy",An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.
The Losers,"Action, Adventure, Comedy","A CIA special forces team is betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA."
The Hot Chick,"Comedy, Fantasy","An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body."
Good Luck Chuck,"Comedy, Romance","In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
The Conversation,"Drama, Mystery, Thriller","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
Letters to Juliet,"Adventure, Comedy, Drama","Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet""."
Friday,"Comedy, Drama","It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday."
Harry Brown,"Action, Crime, Drama",An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.
My Sister's Keeper,"Drama, Family",Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.
Joy,"Biography, Drama","Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty."
Octopussy,"Action, Adventure, Thriller","A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces."
Doctor Dolittle,"Comedy, Family, Fantasy",A doctor discovers that he can communicate with animals.
Bridget Jones: The Edge of Reason,"Comedy, Drama, Romance","After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having."
Runaway Bride,"Comedy, Romance",A reporter is assigned to write a story about a woman who has left a string of fiancés at the altar.
Diamonds Are Forever,"Action, Adventure, Thriller","A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon."
Here Comes the Boom,"Action, Comedy, Sport",A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.
Revolver,"Action, Crime, Drama",Gambler Jake Green enters into a game with potentially deadly consequences.
101 Dalmatians,"Adventure, Comedy, Crime",An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.
In the Line of Fire,"Action, Crime, Drama","Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president."
Licence to Kill,"Action, Adventure, Thriller",A vengeful James Bond goes rogue to infiltrate and take down the organization of a drug lord who has murdered his friend's new wife and left him near death.
Yojimbo,"Action, Drama, Thriller",A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
