Title,Genre,Description
Jaya Janaki Nayaka,"Action, Romance            ","    Gagan and Sweety fall in love but are forced to break up because her father disapproves of him. While defending a family from thugs one day, Gagan unknowingly saves Sweety and vows to protect her."
Akkada Ammayi Ikkada Abbayi,"Action, Romance            ","    Nazar's daughter Supriya and Saratbabu's son Kalyan study in same college, where they both engage in few fights.Slowly love blossoms under these petty things. But their parents are rivals in the town."
Pichhodu,Drama            ,"    A heartfelt story about soulmates. The film revolves around Rishi, who is on the search for true love. Protagonist Rishi lost his mother when he was a kid. She committed suicide due to his ...                See full summary »"
Bobby,"Drama, Romance            ",    Love between two youngsters leads to a dispute between two families.
Okka Kshanam,"Action, Romance, Thriller            ","    Jeeva (Allu Sirish) leads a happy life with his lover turned life partner Surabhi, until he gets to know his neighbor and their life. The couple witnesses bizarre coincidences and ...                See full summary »"
Achari America Yathra,"Comedy, Family            ","    Achari tricks his Guru into taking a group trip to the US to pursue his dream girl, whom he met in India."
Sathyaa,"Action, Crime, Drama            ",    Sathya (Kamal Hassan) is a young man who wants to make a difference and ends up becoming a henchman to a political leader who has his own agenda.
Bengal Tiger,"Action, Comedy            ","    Akash gets rejected by a girl because he isn't popular. Insulted, Akash starts doing whatever he can to become the talk of the town."
Ashok,Action            ,"    A quick-tempered auto-mechanic is desperate to reconcile with his pacifist father; but a threat from a blood-thirsty mobster forces him to fight for the sake of his family, friends, and love."
Coolie No. 1,"Action, Drama, Romance            ",nan
Pathala Bhairavi,"Action, Adventure, Family            ","    A poor man, in love with a princess, is persuaded by an evil sorcerer to help him get the blessing of a Goddess."
Goutham Nanda,"Action, Drama            ",    The son of a billionaire decides to take an extreme step by leaving behind his riches and swapping his life with a depressed techie look-alike who wants to be a billionaire.
Gang Leader,"Action, Drama            ","    Rajaram, an unemployed easygoing person, takes revenge on his elder brother's murderers and gets his separated family members together."
Golmaal,Comedy            ,    4 homeless youngsters hide their identity and moves to the house of a blind couple.
Mahanubhavudu,"Comedy, Drama, Romance            ",    A kind-hearted person must face his OCD condition in order to win his love back.
118,"Action, Thriller            ",    A recurring nightmare involving the murder of a young woman prompts an investigative journalist on a quest to find out whether there is any truth to the dream.
Heart Attack,"Action, Romance            ",    A commitment phobic hippie falls in love with a woman and chases her much to get dismay and aims to get what he needs.
Dictator,"Action, Drama            ","    Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress Sonala helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess."
Idiot,"Action, Comedy, Romance            ","    Chanti who gets beaten up black and blue is rescued by a girl who takes care of him in the hospital, till he gets fine. He falls for this unknown girl. Will he ever find her and convey his feelings?"
Neninthe,"Action, Drama            ",    A wanna be director's struggle in the film industry. The problems he faces and how he overcomes them.
Rarandoi Veduka Chudham,"Action, Romance            ","    While attending a wedding, a gregarious young man falls in love with a stubborn woman."
Aswathama,"Action, Thriller            ",    A man works to uncover the details behind a series of crimes targeting women.
Yamajaathakudu,"Action, Comedy, Fantasy            ",nan
Jaanu,"Drama, Romance            ","    Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening."
Neevevaro,"Action, Romance, Thriller            ","    As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow."
Power Unlimited 2,Action            ,    A peaceful man completely devoted to his family finds his violent past resurfacing.
Guru,"Action, Drama, Sport            ",    A curmudgeonly boxing coach sees the potential in a young woman; his belief in her changes her life.
Kee,"Action, Thriller            ","    A man falls in love with a girl and tries to impress her. However, their life takes a serious turn when they fall victim to cyber-bullying."
Jagadam,Action            ,    A young man is drawn to violence but finds out that it's easier to get into violent situations than out of them.
Daruvu,"Action, Comedy, Fantasy            ",    In Yamalokam retirement age comes from Senior Yama and he gives charge to his Son. However experienced Chitragupta is retained much to his disappointment. He decides to teach a lesson to ...                See full summary »
Damarukam,"Action, Drama, Fantasy            ",    A demon born from darkness plans to take over the world by marrying a girl with ominous horoscope.
Super,"Action, Comedy            ","    Sonu, his sister, Sasha, and their friend, Akhil, live a poor lifestyle in India. While Sasha has given her heart to Akhil, he treats her as a close friend and confidant. Times get so tough...                See full summary »"
Krishna: The Power of Indrakeeladri,"Action, Comedy, Drama            ","    The film is about Krishna, who was once a software engineer but quits his job to give it to his friend and is unemployed in the city of Vijayawada. Sandhya is a girl from Hyderabad who ...                See full summary »"
Chakram,Drama            ,"    A medical student with a secret inexplicably abandons his bride-to-be and hometown, but his past catches up to him."
Size Zero,"Comedy, Romance            ","    Sweety, an obese woman, is shocked when her friend falls sick after joining a slimming centre. So she begins a campaign to highlight the importance of being fit rather than slim."
Bhadra,Action            ,"    Bhadra sees Raja's sister Anu on a video & falls in love with her. Badra visits Raja's home & he realises that, Raja's family is highly involved in feud actions. In a rival gang fight ...                See full summary »"
